Region,Partikod,Parti,1994,1998,2002,2006,2010,2014,2018
1230 Staffanstorp,L,Liberalerna,7.8,4.0,14.7,8.5,8.1,6.3,6.4
1230 Staffanstorp,KD,Kristdemokraterna,2.7,9.6,7.0,4.3,3.8,3.4,5.1
1230 Staffanstorp,MP,Miljöpartiet,3.0,2.6,2.4,3.3,5.1,5.9,3.8
1230 Staffanstorp,S,Socialdemokraterna,43.9,38.6,41.7,32.0,22.4,25.4,22.0
1230 Staffanstorp,V,Vänsterpartiet,2.0,5.2,3.3,2.2,2.1,2.4,3.1
1230 Staffanstorp,SD,Sverigedemokraterna,..,0.5,3.6,5.2,8.7,17.3,22.9
1230 Staffanstorp,A,övriga partier,4.0,3.7,2.7,3.3,2.3,2.8,1.2
1231 Burlöv,M,Moderaterna,22.4,23.3,14.2,24.7,30.9,21.1,19.4
1231 Burlöv,C,Centerpartiet,2.8,2.3,2.3,3.2,2.7,3.0,5.0
1231 Burlöv,L,Liberalerna,5.2,3.5,11.9,7.4,6.9,4.9,4.7
1231 Burlöv,KD,Kristdemokraterna,1.8,6.5,5.2,3.3,2.5,1.8,3.5
1231 Burlöv,MP,Miljöpartiet,2.9,3.0,2.7,3.1,5.3,6.1,3.4
1231 Burlöv,S,Socialdemokraterna,57.8,50.2,48.2,42.3,33.6,36.7,32.4
1231 Burlöv,V,Vänsterpartiet,3.1,7.4,6.3,4.3,3.8,4.3,6.2
1231 Burlöv,SD,Sverigedemokraterna,..,0.8,6.5,8.0,12.5,19.3,23.9
1231 Burlöv,A,övriga partier,4.1,2.7,2.6,3.7,1.9,2.7,1.4
1233 Vellinge,M,Moderaterna,49.5,50.0,38.6,55.9,59.1,48.6,39.6
1233 Vellinge,C,Centerpartiet,3.9,2.5,2.3,3.7,4.3,4.3,7.2
1233 Vellinge,L,Liberalerna,6.6,3.8,18.4,8.8,8.7,7.9,7.3
1233 Vellinge,KD,Kristdemokraterna,3.4,10.8,7.9,5.6,6.2,4.6,7.5
1233 Vellinge,MP,Miljöpartiet,2.4,1.8,1.9,1.9,3.2,3.6,2.2
1233 Vellinge,S,Socialdemokraterna,29.1,24.6,23.8,16.8,9.4,12.0,10.6
1233 Vellinge,V,Vänsterpartiet,1.2,2.4,1.4,1.1,0.9,1.0,1.3
1233 Vellinge,SD,Sverigedemokraterna,..,0.3,3.3,4.2,7.0,16.5,23.6
1233 Vellinge,A,övriga partier,3.8,3.8,2.3,2.0,1.4,1.6,0.8
1256 Östra Göinge,M,Moderaterna,16.0,16.3,12.5,18.5,24.8,16.4,18.1
1256 Östra Göinge,C,Centerpartiet,8.0,5.7,7.0,8.2,6.2,5.8,5.9
1256 Östra Göinge,L,Liberalerna,3.8,2.7,7.8,5.7,6.0,3.1,2.4
1256 Östra Göinge,KD,Kristdemokraterna,4.0,11.0,9.4,7.0,4.2,3.7,5.8
1256 Östra Göinge,MP,Miljöpartiet,3.9,3.7,3.4,2.7,4.3,3.7,2.1
1256 Östra Göinge,S,Socialdemokraterna,57.7,47.1,49.1,46.0,36.4,35.8,27.6
1256 Östra Göinge,V,Vänsterpartiet,4.6,11.8,7.3,3.7,3.5,3.3,3.8
1256 Östra Göinge,SD,Sverigedemokraterna,..,0.2,2.1,5.9,13.7,26.0,33.3
1256 Östra Göinge,A,övriga partier,1.9,1.4,1.4,2.4,1.0,2.2,0.9
1257 Örkelljunga,M,Moderaterna,28.3,26.0,17.8,26.5,29.4,18.1,15.4
1257 Örkelljunga,C,Centerpartiet,12.7,7.3,7.3,7.8,6.6,6.0,6.7
1257 Örkelljunga,L,Liberalerna,4.5,4.5,10.1,6.0,5.9,3.0,2.7
1257 Örkelljunga,KD,Kristdemokraterna,10.1,22.0,21.4,13.9,11.5,9.9,12.1
1257 Örkelljunga,MP,Miljöpartiet,4.0,2.8,2.5,1.9,4.1,3.8,2.3
1257 Örkelljunga,S,Socialdemokraterna,34.9,27.3,32.0,29.7,25.7,28.0,20.8
1257 Örkelljunga,V,Vänsterpartiet,2.1,6.7,3.7,2.4,3.0,2.4,2.9
1257 Örkelljunga,SD,Sverigedemokraterna,..,1.5,3.0,7.5,12.4,26.6,35.5
1257 Örkelljunga,A,övriga partier,3.5,1.8,2.2,4.4,1.5,2.2,1.5
1260 Bjuv,M,Moderaterna,19.0,19.2,12.9,20.7,25.9,16.8,14.3
1260 Bjuv,C,Centerpartiet,5.8,3.9,3.7,4.4,3.7,3.2,3.6
1260 Bjuv,L,Liberalerna,3.8,3.0,8.6,4.9,4.9,2.6,2.6
1260 Bjuv,KD,Kristdemokraterna,1.9,8.6,7.3,4.3,2.7,2.2,4.2
1260 Bjuv,MP,Miljöpartiet,2.6,2.2,2.2,2.0,3.5,3.7,1.8
1260 Bjuv,S,Socialdemokraterna,60.9,49.3,53.3,48.2,40.6,40.4,30.4
1260 Bjuv,V,Vänsterpartiet,3.4,10.3,5.9,3.0,3.2,3.5,3.6
1260 Bjuv,SD,Sverigedemokraterna,..,1.0,5.0,10.3,14.9,25.7,38.4
1260 Bjuv,A,övriga partier,2.6,2.5,1.2,2.3,0.7,1.9,1.0
1261 Kävlinge,M,Moderaterna,26.7,27.7,18.1,31.8,40.0,29.4,25.7
1261 Kävlinge,C,Centerpartiet,5.5,4.0,4.3,5.6,5.3,5.6,7.7
1261 Kävlinge,L,Liberalerna,5.8,3.9,13.8,8.6,8.6,6.4,6.4
1261 Kävlinge,KD,Kristdemokraterna,2.0,8.3,6.4,4.2,3.6,2.8,5.2
1261 Kävlinge,MP,Miljöpartiet,3.2,2.6,2.6,2.6,4.7,5.8,3.3
1261 Kävlinge,S,Socialdemokraterna,50.6,42.1,43.0,35.3,25.4,27.1,22.6
1261 Kävlinge,V,Vänsterpartiet,2.3,6.6,4.1,2.2,2.1,2.0,2.8
1261 Kävlinge,SD,Sverigedemokraterna,..,2.1,6.0,7.0,9.1,18.9,25.0
1261 Kävlinge,A,övriga partier,3.8,2.7,1.6,2.8,1.2,1.9,1.3
1262 Lomma,M,Moderaterna,39.2,38.8,26.7,44.6,49.8,39.9,33.2
1262 Lomma,C,Centerpartiet,3.6,2.5,2.5,5.2,5.5,5.8,9.3
1262 Lomma,L,Liberalerna,9.1,5.4,19.9,11.0,10.7,9.9,10.0
1262 Lomma,KD,Kristdemokraterna,3.3,11.8,7.7,5.3,5.6,5.0,6.4
1262 Lomma,MP,Miljöpartiet,3.2,3.1,3.1,2.9,4.9,5.8,3.8
1262 Lomma,S,Socialdemokraterna,36.8,31.1,32.0,22.3,14.2,17.4,16.7
1262 Lomma,V,Vänsterpartiet,1.6,3.6,2.6,1.6,1.4,1.3,2.5
1262 Lomma,SD,Sverigedemokraterna,..,0.8,3.4,3.9,5.9,12.6,17.1
1262 Lomma,A,övriga partier,3.1,3.1,2.1,3.1,2.1,2.2,1.0
1263 Svedala,M,Moderaterna,25.6,24.7,16.6,30.4,39.5,26.9,22.6
1263 Svedala,C,Centerpartiet,5.7,3.7,4.0,4.6,4.0,4.4,6.0
1263 Svedala,L,Liberalerna,5.3,2.8,13.5,8.2,7.3,5.4,5.4
1263 Svedala,KD,Kristdemokraterna,2.8,9.6,6.9,3.9,3.2,2.9,5.3
1263 Svedala,MP,Miljöpartiet,3.1,3.0,2.5,2.7,4.6,5.1,2.9
1263 Svedala,S,Socialdemokraterna,51.0,46.5,44.5,36.4,24.2,26.6,21.9
1263 Svedala,V,Vänsterpartiet,2.9,6.4,3.8,2.2,2.2,2.1,3.2
1263 Svedala,SD,Sverigedemokraterna,..,0.6,6.3,9.3,13.3,24.1,31.5
1263 Svedala,A,övriga partier,3.7,2.7,1.9,2.4,1.7,2.6,1.3
1264 Skurup,M,Moderaterna,24.7,26.0,17.6,29.0,35.2,23.6,20.6
1264 Skurup,C,Centerpartiet,13.2,9.8,9.5,8.8,7.3,6.7,7.2
1264 Skurup,L,Liberalerna,4.6,3.2,11.2,6.5,6.3,3.8,3.8
1264 Skurup,KD,Kristdemokraterna,1.7,9.8,7.1,4.6,2.8,2.3,4.4
1264 Skurup,MP,Miljöpartiet,3.7,3.4,2.6,2.9,4.2,3.9,2.6
1264 Skurup,S,Socialdemokraterna,44.2,36.8,39.9,35.2,26.3,28.6,22.6
1264 Skurup,V,Vänsterpartiet,2.8,6.7,4.8,2.8,2.7,3.3,4.3
1264 Skurup,SD,Sverigedemokraterna,..,0.6,5.7,7.8,13.5,25.1,33.3
1264 Skurup,A,övriga partier,5.0,3.7,1.6,2.4,1.6,2.6,1.2
1265 Sjöbo,M,Moderaterna,24.4,27.2,18.4,29.6,35.0,23.2,18.2
1265 Sjöbo,C,Centerpartiet,14.1,10.0,10.8,10.5,8.6,7.7,7.1
1265 Sjöbo,L,Liberalerna,3.0,3.1,9.1,5.2,4.9,2.8,2.9
1265 Sjöbo,KD,Kristdemokraterna,2.0,10.8,9.3,5.9,3.9,3.4,6.2
1265 Sjöbo,MP,Miljöpartiet,3.3,3.0,2.8,2.7,4.1,3.9,2.4
1265 Sjöbo,S,Socialdemokraterna,39.1,33.8,36.7,32.2,23.5,23.7,19.1
1265 Sjöbo,V,Vänsterpartiet,2.3,6.7,4.8,3.0,2.9,2.3,3.3
1265 Sjöbo,SD,Sverigedemokraterna,..,0.4,5.0,8.9,15.8,30.0,39.2
1265 Sjöbo,A,övriga partier,11.7,5.1,3.2,2.0,1.3,3.0,1.6
1266 Hörby,M,Moderaterna,24.4,23.5,14.6,26.7,33.2,19.4,17.3
1266 Hörby,C,Centerpartiet,17.5,13.3,14.3,12.4,9.8,9.0,8.3
1266 Hörby,L,Liberalerna,4.4,3.7,11.5,7.0,6.0,4.0,4.3
1266 Hörby,KD,Kristdemokraterna,5.3,15.2,10.1,6.3,4.2,3.7,6.6
1266 Hörby,MP,Miljöpartiet,4.4,4.3,3.5,3.1,4.5,4.8,2.5
1266 Hörby,S,Socialdemokraterna,34.2,30.3,33.6,28.8,22.6,24.9,19.4
1266 Hörby,V,Vänsterpartiet,2.2,5.6,3.6,2.4,2.6,2.7,4.5
1266 Hörby,SD,Sverigedemokraterna,..,0.9,5.6,8.0,14.0,27.4,35.4
1266 Hörby,A,övriga partier,7.5,3.2,3.2,5.1,3.0,4.0,1.6
1267 Höör,M,Moderaterna,27.7,25.9,17.0,28.2,34.6,22.4,18.9
1267 Höör,C,Centerpartiet,12.0,6.9,7.7,8.6,6.2,7.0,7.8
1267 Höör,L,Liberalerna,5.1,3.3,13.1,7.2,7.2,4.8,5.5
1267 Höör,KD,Kristdemokraterna,4.1,11.6,9.1,5.7,4.6,3.8,6.4
1267 Höör,MP,Miljöpartiet,5.7,5.2,4.7,5.2,7.4,7.8,5.6
1267 Höör,S,Socialdemokraterna,38.2,31.8,35.4,30.7,22.8,25.5,19.3
1267 Höör,V,Vänsterpartiet,3.1,7.0,4.9,3.8,3.7,4.2,6.2
1267 Höör,SD,Sverigedemokraterna,..,2.2,4.4,7.7,11.5,21.0,28.2
1267 Höör,A,övriga partier,4.2,6.1,3.6,3.0,1.8,3.6,2.1
1270 Tomelilla,M,Moderaterna,24.8,25.5,18.4,27.6,31.1,20.4,17.7
1270 Tomelilla,C,Centerpartiet,14.5,11.1,12.0,11.8,9.8,9.6,9.5
1270 Tomelilla,L,Liberalerna,3.8,3.0,9.7,5.2,4.5,3.0,2.9
1270 Tomelilla,KD,Kristdemokraterna,2.5,12.1,8.1,5.3,2.9,2.3,4.7
1270 Tomelilla,MP,Miljöpartiet,3.6,3.6,3.2,3.3,4.9,4.2,2.9
1270 Tomelilla,S,Socialdemokraterna,41.7,33.9,37.4,32.7,28.3,28.6,23.2
1270 Tomelilla,V,Vänsterpartiet,2.6,7.7,5.3,3.2,3.0,2.6,4.3
1270 Tomelilla,SD,Sverigedemokraterna,..,0.6,5.0,8.4,13.4,25.5,33.2
1270 Tomelilla,A,övriga partier,6.5,2.4,0.9,2.5,2.1,3.6,1.6
1272 Bromölla,M,Moderaterna,11.8,13.4,9.3,15.9,22.4,15.3,13.4
1272 Bromölla,C,Centerpartiet,4.7,3.3,3.8,4.7,3.5,3.0,3.3
1272 Bromölla,L,Liberalerna,3.9,2.9,7.7,5.5,5.5,3.0,3.5
1272 Bromölla,KD,Kristdemokraterna,2.6,7.6,7.0,4.5,2.8,2.1,4.6
1272 Bromölla,MP,Miljöpartiet,4.3,3.3,2.9,2.3,3.9,4.2,1.6
1272 Bromölla,S,Socialdemokraterna,64.0,51.7,56.4,51.9,41.1,37.9,31.0
1272 Bromölla,V,Vänsterpartiet,6.9,15.8,8.7,5.8,4.6,4.5,3.4
1272 Bromölla,SD,Sverigedemokraterna,..,0.7,3.4,7.4,15.4,28.4,38.2
1272 Bromölla,A,övriga partier,1.8,1.3,0.7,2.1,0.7,1.6,1.0
1273 Osby,M,Moderaterna,17.8,17.1,10.9,19.2,24.5,16.1,16.1
1273 Osby,C,Centerpartiet,10.8,7.8,9.1,9.9,9.1,5.9,7.3
1273 Osby,L,Liberalerna,4.5,3.4,8.3,5.5,4.7,2.7,2.4
1273 Osby,KD,Kristdemokraterna,5.2,12.4,11.4,7.8,5.5,4.9,7.3
1273 Osby,MP,Miljöpartiet,4.4,4.1,3.2,2.9,5.3,4.2,2.3
1273 Osby,S,Socialdemokraterna,51.8,42.9,46.0,42.7,34.4,35.2,28.2
1273 Osby,V,Vänsterpartiet,3.8,10.7,7.2,4.1,3.0,3.4,3.9
1273 Osby,SD,Sverigedemokraterna,..,0.4,3.0,6.5,12.8,25.4,31.2
1273 Osby,A,övriga partier,1.8,1.3,0.8,1.5,0.6,2.1,1.3
1275 Perstorp,M,Moderaterna,21.9,22.8,15.8,23.5,28.2,17.4,16.0
1275 Perstorp,C,Centerpartiet,9.4,5.3,7.2,7.1,5.6,4.9,5.0
1275 Perstorp,L,Liberalerna,5.0,3.8,10.8,5.6,5.1,3.1,2.4
1275 Perstorp,KD,Kristdemokraterna,3.6,11.7,9.3,5.8,4.0,2.8,5.3
1275 Perstorp,MP,Miljöpartiet,3.3,2.4,2.2,1.7,4.3,4.2,2.0
1275 Perstorp,S,Socialdemokraterna,50.2,37.0,42.9,40.9,35.7,37.1,29.3
1275 Perstorp,V,Vänsterpartiet,4.4,11.6,7.7,5.4,4.7,3.3,3.3
1275 Perstorp,SD,Sverigedemokraterna,..,0.4,1.7,6.1,11.1,25.3,35.3
1275 Perstorp,A,övriga partier,2.3,5.0,2.5,4.0,1.5,2.0,1.3
1276 Klippan,M,Moderaterna,26.5,27.3,18.9,27.0,30.9,19.1,15.7
1276 Klippan,C,Centerpartiet,10.3,6.0,7.3,7.3,5.7,5.3,5.8
1276 Klippan,L,Liberalerna,4.0,3.3,9.3,5.4,5.1,2.8,3.1
1276 Klippan,KD,Kristdemokraterna,3.3,13.8,11.8,6.5,5.2,4.1,6.7
1276 Klippan,MP,Miljöpartiet,3.4,2.9,2.7,2.6,3.7,3.8,2.2
1276 Klippan,S,Socialdemokraterna,46.0,35.0,40.5,38.3,31.9,33.7,24.2
1276 Klippan,V,Vänsterpartiet,3.0,8.3,4.5,2.9,4.0,3.4,4.0
1276 Klippan,SD,Sverigedemokraterna,..,1.2,2.7,7.5,12.3,25.6,36.6
1276 Klippan,A,övriga partier,3.3,2.2,2.2,2.6,1.2,2.3,1.5
1277 Åstorp,M,Moderaterna,22.6,23.3,17.8,23.4,29.0,17.8,17.2
1277 Åstorp,C,Centerpartiet,6.8,3.8,4.4,5.7,4.4,4.0,4.7
1277 Åstorp,L,Liberalerna,3.5,3.0,8.5,5.1,4.7,3.1,2.9
1277 Åstorp,KD,Kristdemokraterna,3.3,10.5,9.7,5.0,3.8,3.2,4.7
1277 Åstorp,MP,Miljöpartiet,2.9,2.4,2.2,1.8,3.9,3.9,1.7
1277 Åstorp,S,Socialdemokraterna,55.5,44.4,47.3,45.3,38.5,38.7,29.2
1277 Åstorp,V,Vänsterpartiet,2.8,9.8,5.3,2.9,2.7,3.1,3.9
1277 Åstorp,SD,Sverigedemokraterna,..,0.6,3.8,8.4,11.9,24.1,34.5
1277 Åstorp,A,övriga partier,2.5,2.1,1.1,2.4,1.1,2.0,1.2
1278 Båstad,M,Moderaterna,40.1,37.4,27.1,41.8,44.1,34.7,28.5
1278 Båstad,C,Centerpartiet,17.0,10.8,11.3,12.7,12.1,10.1,11.4
1278 Båstad,L,Liberalerna,6.7,5.3,15.4,7.7,7.4,6.1,5.4
1278 Båstad,KD,Kristdemokraterna,4.5,17.5,14.9,8.4,7.2,5.4,8.5
1278 Båstad,MP,Miljöpartiet,4.5,3.6,3.6,3.7,5.5,6.3,4.0
1278 Båstad,S,Socialdemokraterna,22.8,18.4,21.4,18.2,15.3,18.2,16.4
1278 Båstad,V,Vänsterpartiet,1.6,4.3,3.1,1.8,1.9,2.2,3.3
1278 Båstad,SD,Sverigedemokraterna,..,0.6,2.5,3.6,5.6,14.8,21.5
1278 Båstad,A,övriga partier,2.9,2.1,0.6,2.1,0.9,2.3,1.1
1280 Malmö,M,Moderaterna,27.6,27.7,16.5,28.5,32.6,23.2,19.5
1280 Malmö,C,Centerpartiet,2.0,1.1,1.2,2.9,2.8,2.7,5.7
1280 Malmö,L,Liberalerna,5.7,3.5,13.8,8.9,7.0,5.6,5.6
1280 Malmö,KD,Kristdemokraterna,2.5,7.6,5.3,3.5,3.1,2.6,3.8
1280 Malmö,MP,Miljöpartiet,3.7,3.5,4.3,6.1,8.8,8.6,5.6
1280 Malmö,S,Socialdemokraterna,48.8,41.9,42.4,35.2,28.7,29.3,29.1
1280 Malmö,V,Vänsterpartiet,4.4,8.6,7.6,5.5,6.0,7.6,11.9
1280 Malmö,SD,Sverigedemokraterna,..,0.9,3.8,5.0,7.8,13.5,16.8
1280 Malmö,A,övriga partier,5.3,5.1,5.3,4.6,3.2,7.0,2.0
1281 Lund,M,Moderaterna,29.4,31.2,16.9,29.8,32.1,22.7,19.1
1281 Lund,C,Centerpartiet,4.9,3.2,3.3,7.2,6.6,5.7,9.7
1281 Lund,L,Liberalerna,12.5,9.5,20.6,12.3,11.1,9.8,9.8
1281 Lund,KD,Kristdemokraterna,3.0,8.9,5.7,4.4,5.0,4.0,4.7
1281 Lund,MP,Miljöpartiet,7.0,6.1,7.2,9.1,12.8,12.3,9.1
1281 Lund,S,Socialdemokraterna,35.3,29.2,34.2,25.7,19.5,22.6,23.2
1281 Lund,V,Vänsterpartiet,5.8,9.6,9.1,5.9,5.8,6.4,9.7
1281 Lund,SD,Sverigedemokraterna,..,0.3,1.7,2.5,5.0,9.2,12.2
1281 Lund,A,övriga partier,2.1,2.0,1.2,3.0,2.2,7.3,2.4
1282 Landskrona,M,Moderaterna,24.5,25.0,16.4,24.2,28.2,19.9,17.6
1282 Landskrona,C,Centerpartiet,3.4,2.1,2.2,3.0,2.5,2.8,4.5
1282 Landskrona,L,Liberalerna,4.5,3.8,13.6,12.2,11.7,7.0,6.7
1282 Landskrona,KD,Kristdemokraterna,1.6,6.6,5.7,2.7,2.5,2.0,4.0
1282 Landskrona,MP,Miljöpartiet,3.1,2.9,2.5,2.9,4.3,5.0,3.2
1282 Landskrona,S,Socialdemokraterna,56.3,43.9,44.4,40.8,35.8,37.3,32.1
1282 Landskrona,V,Vänsterpartiet,3.6,8.2,6.3,3.9,4.1,4.2,5.1
1282 Landskrona,SD,Sverigedemokraterna,..,0.8,6.2,8.2,9.9,18.8,25.4
1282 Landskrona,A,övriga partier,2.9,6.8,2.7,2.1,1.0,3.0,1.3
1283 Helsingborg,M,Moderaterna,28.8,28.9,18.8,31.5,36.2,27.3,23.5
1283 Helsingborg,C,Centerpartiet,4.2,1.8,2.1,3.8,3.3,3.4,6.0
1283 Helsingborg,L,Liberalerna,6.6,4.6,15.1,8.7,7.9,5.3,5.1
1283 Helsingborg,KD,Kristdemokraterna,2.8,10.0,8.4,5.0,4.4,3.4,5.3
1283 Helsingborg,MP,Miljöpartiet,4.2,3.3,3.6,4.1,6.5,6.7,3.6
1283 Helsingborg,S,Socialdemokraterna,45.2,34.8,39.0,33.2,27.7,29.5,26.6
1283 Helsingborg,V,Vänsterpartiet,4.1,9.2,5.9,3.5,3.4,4.1,4.8
1283 Helsingborg,SD,Sverigedemokraterna,..,1.1,4.0,6.3,9.0,17.4,23.8
1283 Helsingborg,A,övriga partier,4.2,6.4,3.0,3.9,1.5,2.8,1.3
1284 Höganäs,M,Moderaterna,33.8,33.4,22.8,37.3,42.4,33.9,27.3
1284 Höganäs,C,Centerpartiet,6.3,3.0,4.0,5.8,5.4,5.3,8.6
1284 Höganäs,L,Liberalerna,7.4,5.7,16.2,8.4,9.1,6.4,6.7
1284 Höganäs,KD,Kristdemokraterna,4.2,13.8,11.5,7.8,6.7,5.4,7.5
1284 Höganäs,MP,Miljöpartiet,4.6,3.3,3.6,4.0,5.9,6.3,4.5
1284 Höganäs,S,Socialdemokraterna,38.7,30.5,32.7,27.2,20.2,22.0,20.4
1284 Höganäs,V,Vänsterpartiet,3.0,6.4,4.7,2.4,2.6,3.0,3.4
1284 Höganäs,SD,Sverigedemokraterna,..,0.4,2.7,4.2,6.4,14.8,20.5
1284 Höganäs,A,övriga partier,2.1,3.5,1.8,2.9,1.5,3.0,1.2
1285 Eslöv,M,Moderaterna,22.8,21.5,14.1,22.2,29.6,20.0,17.6
1285 Eslöv,C,Centerpartiet,10.9,8.5,9.4,9.3,6.9,6.7,7.3
1285 Eslöv,L,Liberalerna,3.8,3.1,10.8,7.0,7.0,4.4,4.4
1285 Eslöv,KD,Kristdemokraterna,2.2,9.0,5.9,3.8,2.8,2.3,4.8
1285 Eslöv,MP,Miljöpartiet,3.4,3.2,3.2,3.1,4.8,5.7,3.3
1285 Eslöv,S,Socialdemokraterna,50.2,43.7,45.6,40.1,32.2,32.8,27.5
1285 Eslöv,V,Vänsterpartiet,3.1,7.9,5.2,3.5,3.2,3.7,5.2
1285 Eslöv,SD,Sverigedemokraterna,..,0.8,4.5,8.4,11.8,21.5,28.0
1285 Eslöv,A,övriga partier,3.5,2.3,1.3,2.4,1.6,2.9,2.0
1286 Ystad,M,Moderaterna,27.3,28.0,19.7,31.7,37.9,28.1,23.4
1286 Ystad,C,Centerpartiet,8.0,5.3,5.9,6.4,5.7,6.2,7.7
1286 Ystad,L,Liberalerna,5.0,4.4,11.6,6.5,6.5,4.7,4.8
1286 Ystad,KD,Kristdemokraterna,2.0,8.7,6.4,5.1,3.5,3.0,5.8
1286 Ystad,MP,Miljöpartiet,3.8,3.2,2.9,3.3,5.5,5.3,3.3
1286 Ystad,S,Socialdemokraterna,47.8,38.4,44.0,36.8,28.4,30.1,25.4
1286 Ystad,V,Vänsterpartiet,2.6,7.3,4.6,2.7,2.6,2.9,4.1
1286 Ystad,SD,Sverigedemokraterna,..,0.7,2.9,4.6,8.4,16.8,24.2
1286 Ystad,A,övriga partier,3.5,4.1,1.8,3.0,1.5,3.0,1.3
1287 Trelleborg,M,Moderaterna,21.8,22.1,15.0,23.8,34.1,23.9,21.5
1287 Trelleborg,C,Centerpartiet,5.8,3.6,4.1,4.9,4.0,4.0,5.7
1287 Trelleborg,L,Liberalerna,3.8,2.4,9.8,6.4,5.8,3.9,4.5
1287 Trelleborg,KD,Kristdemokraterna,2.5,9.6,7.1,5.9,3.7,2.5,5.2
1287 Trelleborg,MP,Miljöpartiet,3.2,2.9,2.8,2.8,3.9,4.3,2.5
1287 Trelleborg,S,Socialdemokraterna,56.7,45.8,48.1,39.8,30.6,32.8,24.9
1287 Trelleborg,V,Vänsterpartiet,2.8,7.0,4.1,2.6,2.5,2.5,3.9
1287 Trelleborg,SD,Sverigedemokraterna,..,0.4,4.9,9.0,13.8,23.8,30.7
1287 Trelleborg,A,övriga partier,3.4,6.1,4.0,4.9,1.7,2.4,1.1
1290 Kristianstad,M,Moderaterna,24.4,25.4,16.7,26.4,31.6,22.5,21.8
1290 Kristianstad,C,Centerpartiet,6.8,4.4,4.9,7.5,5.4,5.2,5.9
1290 Kristianstad,L,Liberalerna,6.3,4.8,14.0,9.8,9.0,6.4,6.2
1290 Kristianstad,KD,Kristdemokraterna,3.3,11.4,9.1,4.7,3.8,3.3,5.6
1290 Kristianstad,MP,Miljöpartiet,4.0,4.0,3.8,3.7,5.5,5.9,2.8
1290 Kristianstad,S,Socialdemokraterna,48.8,38.5,41.6,36.5,28.6,29.8,26.2
1290 Kristianstad,V,Vänsterpartiet,3.5,8.8,5.9,3.8,3.3,3.1,4.1
1290 Kristianstad,SD,Sverigedemokraterna,..,0.2,2.3,4.4,11.8,21.5,26.5
1290 Kristianstad,A,övriga partier,3.0,2.6,1.6,3.2,1.0,2.4,1.1
1291 Simrishamn,M,Moderaterna,25.7,28.6,19.8,30.9,36.2,25.1,20.5
1291 Simrishamn,C,Centerpartiet,11.4,7.5,9.0,9.7,7.4,7.6,8.2
1291 Simrishamn,L,Liberalerna,4.6,3.5,11.9,6.1,6.1,4.5,4.6
1291 Simrishamn,KD,Kristdemokraterna,2.8,13.3,9.1,6.7,4.6,3.6,6.0
1291 Simrishamn,MP,Miljöpartiet,4.1,4.1,3.9,4.8,6.8,5.8,4.6
1291 Simrishamn,S,Socialdemokraterna,43.2,30.3,35.7,30.2,26.5,26.1,23.4
1291 Simrishamn,V,Vänsterpartiet,4.0,9.7,6.7,3.5,3.4,3.6,5.7
1291 Simrishamn,SD,Sverigedemokraterna,..,0.3,2.5,4.4,7.6,19.2,25.0
1291 Simrishamn,A,övriga partier,4.2,2.6,1.4,3.7,1.3,4.5,2.0
1292 Ängelholm,M,Moderaterna,35.5,33.2,24.0,35.8,40.7,29.5,25.3
1292 Ängelholm,C,Centerpartiet,9.7,6.0,5.8,7.1,6.5,6.2,8.1
1292 Ängelholm,L,Liberalerna,5.8,4.6,13.6,7.2,6.5,4.7,4.7
1292 Ängelholm,KD,Kristdemokraterna,4.3,15.2,12.4,7.4,5.8,4.7,7.3
1292 Ängelholm,MP,Miljöpartiet,4.3,3.5,3.8,3.7,6.0,6.0,3.2
1292 Ängelholm,S,Socialdemokraterna,34.6,27.4,31.9,27.5,22.6,26.5,22.3
1292 Ängelholm,V,Vänsterpartiet,3.0,6.8,4.0,2.7,2.7,2.7,3.7
1292 Ängelholm,SD,Sverigedemokraterna,..,0.7,2.3,4.7,7.6,17.6,24.2
1292 Ängelholm,A,övriga partier,2.8,2.6,2.1,4.0,1.5,2.3,1.2
1293 Hässleholm,M,Moderaterna,22.4,21.8,15.1,25.3,29.0,19.0,18.0
1293 Hässleholm,C,Centerpartiet,11.7,8.3,8.8,9.4,8.0,6.1,6.9
1293 Hässleholm,L,Liberalerna,5.2,3.4,10.5,6.1,5.9,3.8,4.1
1293 Hässleholm,KD,Kristdemokraterna,5.4,15.2,13.0,8.6,5.8,5.1,7.3
1293 Hässleholm,MP,Miljöpartiet,4.8,4.2,4.1,3.7,6.0,6.9,3.1
1293 Hässleholm,S,Socialdemokraterna,43.9,34.4,38.5,35.0,28.3,29.9,25.5
1293 Hässleholm,V,Vänsterpartiet,3.6,9.6,5.6,3.4,3.2,3.1,4.6
1293 Hässleholm,SD,Sverigedemokraterna,..,0.5,3.5,6.4,12.9,23.5,29.1
1293 Hässleholm,A,övriga partier,3.0,2.6,0.9,2.1,0.9,2.6,1.4
1315 Hylte,M,Moderaterna,16.1,16.1,11.5,21.7,25.5,17.3,14.4
1315 Hylte,C,Centerpartiet,20.7,13.8,17.3,15.7,12.7,12.1,11.7
1315 Hylte,L,Liberalerna,5.2,3.2,9.0,5.1,6.6,4.2,3.3
1315 Hylte,KD,Kristdemokraterna,3.5,12.6,8.7,6.8,5.1,3.3,6.6
1315 Hylte,MP,Miljöpartiet,3.9,3.3,2.9,2.8,3.8,2.9,1.9
1315 Hylte,S,Socialdemokraterna,45.9,39.5,42.3,38.5,34.5,36.6,31.2
